FY19,DEPARTMENT_NAME,DIVISION_NAME,ORG_NAME,ORG_DESC,FUND,FUND_NAME,ACCT_TYPE,ACCT_CAT,ACCT_CODE,ACCT_DESCR,AMOUNT,FID
FY19,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,EXPENSE,Other Services and Charges,8510,Postage,25000,170
FY19,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,EXPENSE,Other Services and Charges,8800,Community Promotion,10000,171
FY19,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,EXPENSE,Other Services and Charges,9000,Printing & Publishing,2000,172
FY19,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,EXPENSE,Other Services and Charges,9130,Local Business Expense,1000,173
FY19,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,EXPENSE,Other Services and Charges,9410,Equipment Rentals or Lease,6000,174
FY19,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,EXPENSE,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,60004,175
FY19,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,EXPENSE,Other Services and Charges,9470,Employee Parking,7000,176
FY19,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,EXPENSE,Personnel Services,7020,Full Time Employees,109721,177
FY19,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,EXPENSE,Personnel Services,7105,Employers FICA,8400,178
FY19,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,EXPENSE,Personnel Services,7110,Hospitalization Insurance,28800,179
FY19,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,13552,180
FY19,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,24923,181
FY19,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,EXPENSE,Personnel Services,7135,Unemployment Compensation,155,182
FY19,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,EXPENSE,Supplies,7520,Supplies,5000,183
FY19,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,EXPENSE,Other Services and Charges,8010,Contractual Services,5000,184
FY19,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,EXPENSE,Other Services and Charges,9470,Employee Parking,892,185
FY19,Clerk's Office,Clerk,Records,4100 - Records,1010,General Fund Operating,EXPENSE,Personnel Services,7020,Full Time Employees,55543,186
FY19,Clerk's Office,Clerk,Records,4100 - Records,1010,General Fund Operating,EXPENSE,Personnel Services,7105,Employers FICA,4249,187
FY19,Clerk's Office,Clerk,Records,4100 - Records,1010,General Fund Operating,EXPENSE,Personnel Services,7110,Hospitalization Insurance,14400,188
FY19,Clerk's Office,Clerk,Records,4100 - Records,1010,General Fund Operating,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,6856,189
FY19,Clerk's Office,Clerk,Records,4100 - Records,1010,General Fund Operating,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,12612,190
FY19,Clerk's Office,Clerk,Records,4100 - Records,1010,General Fund Operating,EXPENSE,Personnel Services,7135,Unemployment Compensation,74,191
FY19,Clerk's Office,Clerk,Records,4100 - Records,1010,General Fund Operating,EXPENSE,Other Services and Charges,9000,Printing & Publishing,42000,192
FY19,Clerk's Office,Clerk,Records,4100 - Records,1010,General Fund Operating,EXPENSE,Other Services and Charges,9470,Employee Parking,446,193
FY19,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,EXPENSE,Personnel Services,7020,Full Time Employees,115027,194
FY19,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,EXPENSE,Personnel Services,7055,Time & One-half,500,195
FY19,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,EXPENSE,Personnel Services,7105,Employers FICA,8801,196
FY19,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,EXPENSE,Personnel Services,7110,Hospitalization Insurance,28800,197
FY19,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,14205,198
FY19,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,26123,199
FY19,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,EXPENSE,Personnel Services,7135,Unemployment Compensation,156,200
FY19,Adminitrative Services,Admin Services Support,Customer Service Info Center,3000 - Customer Service Info Center,1010,General Fund Operating,EXPENSE,Other Services and Charges,8010,Contractual Services,43000,201
FY19,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,EXPENSE,Other Services and Charges,8505,Employee Phone Reimbursement,843,202
FY19,Adminitrative Services,Human Resources,Employee Benefits,2100 - Employee Benefits,1010,General Fund Operating,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,29775,203
FY19,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7813,Uptown Corridor Improvement District,EXPENSE,Other Services and Charges,8030,Administrative Services,21600,204
FY19,Adminitrative Services,Human Resources,Insurance-Bldg & Contents,5400 - Insurance-Bldg & Contents,6771,Other Reserves-Insurance,EXPENSE,Personnel Services,7135,Unemployment Compensation,168,205
FY19,Adminitrative Services,Human Resources,Insurance-Bldg & Contents,5400 - Insurance-Bldg & Contents,6771,Other Reserves-Insurance,EXPENSE,Other Services and Charges,8010,Contractual Services,39417,206
FY19,Adminitrative Services,Human Resources,Insurance-Bldg & Contents,5400 - Insurance-Bldg & Contents,6771,Other Reserves-Insurance,EXPENSE,Other Services and Charges,8030,Administrative Services,13715,207
FY19,Adminitrative Services,Human Resources,Insurance-Bldg & Contents,5400 - Insurance-Bldg & Contents,6771,Other Reserves-Insurance,EXPENSE,Other Services and Charges,8400,Insurance Premiums,1153362,208
FY19,Adminitrative Services,Human Resources,Insurance-Bldg & Contents,5400 - Insurance-Bldg & Contents,6771,Other Reserves-Insurance,EXPENSE,Other Services and Charges,8445,Claims-Taxable Payments,100000,209
FY19,Adminitrative Services,Human Resources,Insurance-Bldg & Contents,5400 - Insurance-Bldg & Contents,6771,Other Reserves-Insurance,EXPENSE,Other Services and Charges,8450,Claims,600000,210
FY19,Adminitrative Services,Human Resources,Insurance-Bldg & Contents,5400 - Insurance-Bldg & Contents,6771,Other Reserves-Insurance,EXPENSE,Other Services and Charges,8470,Gross Proceeds Paid to an Attorney,100000,211
FY19,Adminitrative Services,Human Resources,Insurance-Bldg & Contents,5400 - Insurance-Bldg & Contents,6771,Other Reserves-Insurance,EXPENSE,Other Services and Charges,9470,Employee Parking,3006,212
FY19,Adminitrative Services,Human Resources,Risk Mgt Admin,5500 - Risk Mgt Admin,6771,Other Reserves-Insurance,EXPENSE,Other Services and Charges,8420,Unemployment Claims,75000,213
FY19,Adminitrative Services,Human Resources,Risk Mgt Admin,5500 - Risk Mgt Admin,6771,Other Reserves-Insurance,EXPENSE,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,26585,214
FY19,Adminitrative Services,Human Resources,Risk Mgt Admin,5500 - Risk Mgt Admin,6771,Other Reserves-Insurance,EXPENSE,Other Services and Charges,9480,Computer Services-from IT,12610,215
FY19,Adminitrative Services,Human Resources,Risk Mgt Admin,5500 - Risk Mgt Admin,6771,Other Reserves-Insurance,EXPENSE,Other Financing,9952,Operating Transfers-A87 Cost,128337,216
FY19,Attorney's Office,Attorney,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,8450,Claims,23753,217
FY19,Attorney's Office,Attorney,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,8500,Telephone,1500,218
FY19,Attorney's Office,Attorney,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,8510,Postage,2450,219
FY19,Attorney's Office,Attorney,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,80591,220
FY19,Attorney's Office,Attorney,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,9450,311 Call Center Services,867,221
FY19,Attorney's Office,Attorney,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,9470,Employee Parking,29478,222
FY19,Attorney's Office,Attorney,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,9480,Computer Services-from IT,74923,223
FY19,Attorney's Office,Attorney,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Capital Outlays,9805,Computer Equipment,10000,224
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,EXPENSE,Personnel Services,7020,Full Time Employees,468260,225
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,EXPENSE,Personnel Services,7105,Employers FICA,35805,226
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,EXPENSE,Personnel Services,7110,Hospitalization Insurance,86400,227
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,58381,228
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,107381,229
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,EXPENSE,Personnel Services,7135,Unemployment Compensation,651,230
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,EXPENSE,Supplies,7520,Supplies,18000,231
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,EXPENSE,Supplies,7910,Subscriptions and Publications,250,232
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,EXPENSE,Other Services and Charges,8010,Contractual Services,12000,233
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,EXPENSE,Other Services and Charges,8240,Fees,500,234
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,EXPENSE,Other Services and Charges,8510,Postage,500,235
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,EXPENSE,Other Services and Charges,9100,Professional Development,4000,236
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,EXPENSE,Other Services and Charges,9110,Other Travel & Training,3000,237
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,EXPENSE,Other Services and Charges,9130,Local Business Expense,500,238
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,EXPENSE,Other Services and Charges,9150,Memberships,2500,239
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,EXPENSE,Other Services and Charges,9410,Equipment Rentals or Lease,2000,240
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,EXPENSE,Capital Outlays,9800,Furniture,2000,241
FY19,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,EXPENSE,Personnel Services,7020,Full Time Employees,644085,242
FY19,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,EXPENSE,Personnel Services,7105,Employers FICA,49276,243
FY19,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,EXPENSE,Personnel Services,7110,Hospitalization Insurance,86400,244
FY19,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,80328,245
FY19,Authorities,Tax Increment Financing Authority,Administration,1000 - Administration,2470,Tax Increment Finance Authority,EXPENSE,Other Services and Charges,8800,Community Promotion,25000,246
FY19,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7814,West Side Corridor Improvement District,EXPENSE,Other Services and Charges,8800,Community Promotion,15000,247
FY19,Adminitrative Services,Human Resources,Employee Benefits,2100 - Employee Benefits,1010,General Fund Operating,EXPENSE,Personnel Services,7135,Unemployment Compensation,180,248
FY19,Adminitrative Services,Admin Services Support,Customer Service Info Center,3000 - Customer Service Info Center,1010,General Fund Operating,EXPENSE,Other Services and Charges,9000,Printing & Publishing,5000,249
FY19,Authorities,SmartZone LDFA,Administration,1000 - Administration,2500,SmartZone LDFA,EXPENSE,Other Services and Charges,9100,Professional Development,3500,250
FY19,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,EXPENSE,Other Services and Charges,9100,Professional Development,5900,251
FY19,Authorities,Tax Increment Financing Authority,Administration,1000 - Administration,2470,Tax Increment Finance Authority,EXPENSE,Other Services and Charges,9340,Maintenance Service,10000,252
FY19,Authorities,Tax Increment Financing Authority,Administration,1000 - Administration,2470,Tax Increment Finance Authority,EXPENSE,Other Services and Charges,9410,Equipment Rentals or Lease,80000,253
FY19,Authorities,SmartZone LDFA,Administration,1000 - Administration,2500,SmartZone LDFA,EXPENSE,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,8292,254
FY19,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,EXPENSE,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,12438,255
FY19,Authorities,SmartZone LDFA,Administration,1000 - Administration,2500,SmartZone LDFA,EXPENSE,Other Services and Charges,9470,Employee Parking,2755,256
